".rownames","Probability1"
"1000",0.0396946564885496
"1003",0.851851851851852
"1006",0.0396946564885496
"1007",0.0396946564885496
"101",0.0396946564885496
"1011",0.0396946564885496
"1014",0.602409638554217
"1025",0.0396946564885496
"1028",0.0396946564885496
"1033",0.0396946564885496
"1034",0.0396946564885496
"1040",0.851851851851852
"1047",0.0396946564885496
"1048",0.0396946564885496
"1051",0.851851851851852
"1054",0.0396946564885496
"1056",0.0396946564885496
"1059",0.0396946564885496
"1062",0.0396946564885496
"1067",0.0396946564885496
"1068",0.0396946564885496
"1070",0.851851851851852
"1075",0.0396946564885496
"1080",0.0396946564885496
"1082",0.0396946564885496
"1083",0.851851851851852
"1084",0.0396946564885496
"1087",0.0396946564885496
"1090",0.602409638554217
"1104",0.0396946564885496
"1106",0.0396946564885496
"1110",0.0396946564885496
"1111",0.851851851851852
"1114",0.0396946564885496
"1118",0.0396946564885496
"1119",0.0396946564885496
"1125",0.176470588235294
"1128",0.0396946564885496
"1129",0.0396946564885496
"1135",0.0396946564885496
"1136",0.0396946564885496
"1138",0.0396946564885496
"1142",0.0396946564885496
"1143",0.0396946564885496
"1144",0.851851851851852
"1145",0.0396946564885496
"1149",0.602409638554217
"1152",0.0396946564885496
"1157",0.851851851851852
"116",0.602409638554217
"1160",0.0396946564885496
"1161",0.0396946564885496
"1163",0.851851851851852
"1168",0.0396946564885496
"1169",0.176470588235294
"1171",0.0396946564885496
"1173",0.851851851851852
"1176",0.851851851851852
"1177",0.176470588235294
"1179",0.0396946564885496
"118",0.0396946564885496
"1193",0.0396946564885496
"1196",0.176470588235294
"12",0.0396946564885496
"1203",0.851851851851852
"1206",0.0396946564885496
"121",0.0396946564885496
"1211",0.602409638554217
"1213",0.0396946564885496
"1215",0.0396946564885496
"1219",0.0396946564885496
"122",0.0396946564885496
"1224",0.602409638554217
"1225",0.0396946564885496
"1228",0.0396946564885496
"1229",0.602409638554217
"123",0.0396946564885496
"126",0.0396946564885496
"137",0.0396946564885496
"145",0.0396946564885496
"148",0.0396946564885496
"149",0.0396946564885496
"15",0.0396946564885496
"156",0.0396946564885496
"161",0.0396946564885496
"162",0.0396946564885496
"166",0.0396946564885496
"176",0.0396946564885496
"182",0.0396946564885496
"184",0.0396946564885496
"187",0.0396946564885496
"188",0.0396946564885496
"189",0.0396946564885496
"197",0.851851851851852
"198",0.851851851851852
"201",0.0396946564885496
"208",0.0396946564885496
